CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID
388,100080027202200003,202200003,2022-09-01,53,27,1,1,5,14,2,16
389,100100034202300002,202300002,2023-01-08,69,34,1,1,3,10,5,
390,100020010202400001,202400001,2024-04-06,19,10,1,2,4,13,1,4
391,100070024202000002,202000002,2020-04-20,44,24,1,2,2,1,2,13
392,100070024202000003,202000003,2020-09-21,42,24,1,2,4,13,4,13
393,100050019202000002,202000002,2020-03-08,34,19,1,2,1,6,3,
394,100040015202300005,202300005,2023-05-27,26,15,1,2,4,11,4,7
395,100090031201900004,201900004,2019-06-26,60,31,1,2,4,13,2,
396,400090030201900001,201900001,2019-09-08,56,30,4,2,2,4,5,17
397,100080027202100005,202100005,2021-06-03,51,27,1,2,2,2,5,
398,100010004202600001,202600001,2026-12-08,7,4,1,1,1,7,6,1
399,100010002202300002,202300002,2023-09-25,1,2,1,2,2,1,2,1
400,100020010202200002,202200002,2022-02-28,19,10,1,2,2,1,4,4
401,100010006201800003,201800003,2018-01-21,12,6,1,2,2,1,2,
402,100080027201800004,201800004,2018-06-12,51,27,1,2,6,15,4,
403,100050018201800004,201800004,2018-02-26,30,18,1,1,5,14,2,
404,100090030202000004,202000004,2020-03-31,57,30,1,2,4,12,5,17
405,100030013202500003,202500003,2025-05-20,23,13,1,2,4,11,2,
406,100080028202300005,202300005,2023-03-14,54,28,1,2,4,11,4,
407,100060022202400003,202400003,2024-09-13,40,22,1,2,4,13,2,
408,100050019202300005,202300005,2023-04-08,32,19,1,2,2,5,2,
409,100020009202000002,202000002,2020-07-12,16,9,1,2,4,11,4,4
410,100100033202000002,202000002,2020-12-01,65,33,1,2,3,9,5,
411,100080027202200004,202200004,2022-10-25,53,27,1,2,2,1,5,
412,100030012202100006,202100006,2021-07-02,20,12,1,2,2,2,2,6
413,100020008202300002,202300002,2023-03-07,14,8,1,2,2,5,4,3
414,100080028201900001,201900001,2019-10-14,55,28,1,2,1,6,2,15
415,100060021201900003,201900003,2019-09-25,36,21,1,2,2,4,2,12
416,100020009202500005,202500005,2025-11-20,16,9,1,2,4,11,1,
417,100070024202300002,202300002,2023-11-29,44,24,1,1,1,8,3,14
418,400080028202300001,202300001,2023-10-09,55,28,4,2,4,12,5,
419,100090031201900005,201900005,2019-11-06,58,31,1,2,2,5,4,18
420,100090031202300003,202300003,2023-06-19,61,31,1,1,3,10,5,
421,100070025202600002,202600002,2026-05-16,46,25,1,2,4,11,2,
422,100040015201800002,201800002,2018-10-16,26,15,1,2,6,15,5,
423,300100033202600001,202600001,2026-03-16,62,33,3,2,2,1,1,
424,300030012202400001,202400001,2024-06-23,20,12,3,2,2,1,2,
425,100060021201900004,201900004,2019-05-30,36,21,1,1,2,3,4,12
426,100010002201900003,201900003,2019-07-18,1,2,1,2,6,15,2,
427,200010003202200001,202200001,2022-04-25,4,3,2,1,5,14,4,1
428,100040016201900002,201900002,2019-07-09,27,16,1,2,4,11,5,7
429,100020009201800002,201800002,2018-08-16,17,9,1,1,3,10,2,
430,100100034201800002,201800002,2018-10-19,69,34,1,2,6,15,3,19
431,100060021201800003,201800003,2018-12-26,38,21,1,1,5,14,5,
432,100080027202500002,202500002,2025-07-18,51,27,1,1,1,8,6,
433,100050019202500004,202500004,2025-04-19,34,19,1,2,4,12,6,
434,200090031202600002,202600002,2026-01-06,60,31,2,2,2,1,6,
435,100040016202100002,202100002,2021-12-29,27,16,1,1,3,10,4,
436,100090031201900006,201900006,2019-11-14,59,31,1,2,2,1,3,
437,100080028202200001,202200001,2022-03-03,55,28,1,2,4,13,5,15
438,100010003201800001,201800001,2018-06-20,3,3,1,1,2,3,5,
439,200100033202100001,202100001,2021-06-13,65,33,2,2,4,11,5,19
440,100080028202300006,202300006,2023-06-30,54,28,1,1,5,14,3,15
441,100090030202300003,202300003,2023-04-27,57,30,1,2,4,11,3,18
442,100100034201800003,201800003,2018-10-13,68,34,1,2,2,1,3,
443,100060021201800004,201800004,2018-12-18,37,21,1,2,6,15,2,11
444,400060022202500001,202500001,2025-01-13,41,22,4,1,1,7,2,
445,100100034202600001,202600001,2026-09-05,66,34,1,1,3,10,6,
446,100030013201900002,201900002,2019-05-31,22,13,1,2,4,13,3,6
447,100030012202400003,202400003,2024-07-15,20,12,1,1,1,8,1,6
448,100050018202400004,202400004,2024-09-16,30,18,1,1,3,10,2,
449,100010006202500001,202500001,2025-04-09,13,6,1,2,3,9,6,2
450,100100033202300004,202300004,2023-10-01,62,33,1,2,6,15,5,
451,100100034201900002,201900002,2019-08-07,67,34,1,2,1,6,2,19
452,200020010202300001,202300001,2023-12-16,19,10,2,2,3,9,2,
453,200030013202300001,202300001,2023-01-18,23,13,2,2,4,11,3,5
454,100100033202100001,202100001,2021-09-12,63,33,1,1,2,3,4,
455,100040016202300005,202300005,2023-04-26,28,16,1,2,2,1,5,7
456,100030013202600003,202600003,2026-03-20,23,13,1,2,4,11,6,
457,100080027202600004,202600004,2026-06-03,51,27,1,1,2,3,1,
458,100050019202500005,202500005,2025-12-13,33,19,1,2,4,11,6,9
459,200080027202400001,202400001,2024-08-24,52,27,2,2,2,4,1,
460,100060021202100007,202100007,2021-12-05,37,21,1,2,2,4,4,11
461,100060021201900005,201900005,2019-08-03,38,21,1,2,6,15,2,11
462,400010004202000001,202000001,2020-06-06,7,4,4,2,2,5,3,1
463,400020009201800001,201800001,2018-08-29,17,9,4,2,1,6,4,4
464,100070025202000004,202000004,2020-02-13,48,25,1,2,2,2,4,
465,200090030201900001,201900001,2019-11-27,57,30,2,2,4,12,3,18
466,100070025202000005,202000005,2020-02-26,48,25,1,2,2,1,3,
467,100050019202300006,202300006,2023-02-22,35,19,1,2,2,2,3,9
468,300080028202500001,202500001,2025-04-23,55,28,3,1,1,8,6,
469,100090031202100003,202100003,2021-01-09,59,31,1,2,2,1,4,
470,100060022202100002,202100002,2021-06-02,41,22,1,1,2,3,5,12
471,100010006202600001,202600001,2026-10-17,12,6,1,2,2,2,6,1
472,100100033201800003,201800003,2018-04-03,63,33,1,1,3,10,3,19
473,100010003202500002,202500002,2025-06-21,5,3,1,2,3,9,6,
474,100030013202400005,202400005,2024-06-13,22,13,1,1,1,8,1,
475,100090030202000005,202000005,2020-07-23,56,30,1,1,1,8,2,17
476,100070025201800002,201800002,2018-03-25,48,25,1,2,2,4,3,13
477,100030013202500004,202500004,2025-01-14,23,13,1,2,2,2,2,5
478,100030012202000002,202000002,2020-02-24,21,12,1,2,1,6,5,5
479,100030012201900003,201900003,2019-11-30,20,12,1,1,5,14,3,
480,100040016202400002,202400002,2024-09-15,28,16,1,1,1,8,6,7
481,200040015202400001,202400001,2024-09-14,24,15,2,1,5,14,6,7
482,300060021202000001,202000001,2020-08-23,38,21,3,1,5,14,3,
483,100050019202100002,202100002,2021-10-26,34,19,1,2,4,12,4,
484,100100033201800004,201800004,2018-01-06,62,33,1,1,1,7,5,19
485,100030013202500005,202500005,2025-01-16,22,13,1,2,3,9,6,
486,400020010202200001,202200001,2022-06-24,19,10,4,1,5,14,3,4
487,100080027202000001,202000001,2020-10-04,53,27,1,2,2,1,2,16
488,100060021202400004,202400004,2024-03-20,38,21,1,2,1,6,1,11
489,100040016201800001,201800001,2018-02-05,27,16,1,1,5,14,3,8
490,100020010202100002,202100002,2021-11-04,18,10,1,1,3,10,2,3
491,100040016202400003,202400003,2024-08-03,28,16,1,1,1,7,1,8
492,100020008201800002,201800002,2018-03-04,15,8,1,2,3,9,5,
493,100020008202600002,202600002,2026-02-11,14,8,1,1,2,3,2,3
494,100080028201800004,201800004,2018-04-27,54,28,1,2,2,5,3,16
495,100080027202000002,202000002,2020-06-28,53,27,1,2,2,4,2,15
496,100100033202500004,202500004,2025-04-20,64,33,1,2,4,11,2,
497,200060021202300001,202300001,2023-01-03,38,21,2,2,2,1,2,12
498,300060021202100001,202100001,2021-10-01,37,21,3,2,3,9,4,11
499,100030013202100002,202100002,2021-10-31,23,13,1,1,3,10,5,
500,100090031202400004,202400004,2024-03-31,61,31,1,2,4,11,1,
