rel_id,from_id,from_type,to_id,to_type,rel_type,strength,CaseMasterID
R450,686,Accused,687,Accused,CO-ACCUSED,0.72,347
R451,688,Accused,689,Accused,CO-ACCUSED,0.66,348
R452,688,Accused,690,Accused,CO-ACCUSED,0.72,348
R453,689,Accused,690,Accused,CO-ACCUSED,0.69,348
R454,691,Accused,692,Accused,CO-ACCUSED,0.85,349
R455,694,Accused,695,Accused,CO-ACCUSED,0.78,351
R456,694,Accused,696,Accused,CO-ACCUSED,0.72,351
R457,695,Accused,696,Accused,CO-ACCUSED,0.8,351
R458,698,Accused,699,Accused,CO-ACCUSED,0.85,353
R459,701,Accused,702,Accused,CO-ACCUSED,0.98,355
R460,701,Accused,703,Accused,CO-ACCUSED,0.9,355
R461,702,Accused,703,Accused,CO-ACCUSED,0.78,355
R462,704,Accused,705,Accused,CO-ACCUSED,0.72,356
R463,704,Accused,706,Accused,CO-ACCUSED,0.67,356
R464,705,Accused,706,Accused,CO-ACCUSED,0.77,356
R465,707,Accused,708,Accused,CO-ACCUSED,0.79,357
R466,707,Accused,709,Accused,CO-ACCUSED,0.75,357
R467,708,Accused,709,Accused,CO-ACCUSED,0.99,357
R468,710,Accused,711,Accused,CO-ACCUSED,0.92,358
R469,710,Accused,712,Accused,CO-ACCUSED,0.66,358
R470,711,Accused,712,Accused,CO-ACCUSED,0.87,358
R471,713,Accused,714,Accused,CO-ACCUSED,0.91,359
R472,713,Accused,715,Accused,CO-ACCUSED,0.65,359
R473,714,Accused,715,Accused,CO-ACCUSED,0.94,359
R474,716,Accused,717,Accused,CO-ACCUSED,0.81,360
R475,718,Accused,719,Accused,CO-ACCUSED,0.9,361
R476,720,Accused,721,Accused,CO-ACCUSED,0.83,362
R477,722,Accused,723,Accused,CO-ACCUSED,0.65,363
R478,722,Accused,724,Accused,CO-ACCUSED,0.98,363
R479,723,Accused,724,Accused,CO-ACCUSED,0.95,363
R480,725,Accused,726,Accused,CO-ACCUSED,0.78,364
R481,725,Accused,727,Accused,CO-ACCUSED,0.71,364
R482,726,Accused,727,Accused,CO-ACCUSED,0.71,364
R483,728,Accused,729,Accused,CO-ACCUSED,0.92,365
R484,728,Accused,730,Accused,CO-ACCUSED,0.71,365
R485,729,Accused,730,Accused,CO-ACCUSED,0.76,365
R486,731,Accused,732,Accused,CO-ACCUSED,0.65,366
R487,733,Accused,734,Accused,CO-ACCUSED,0.91,367
R488,735,Accused,736,Accused,CO-ACCUSED,0.74,368
R489,735,Accused,737,Accused,CO-ACCUSED,0.78,368
R490,736,Accused,737,Accused,CO-ACCUSED,0.69,368
R491,738,Accused,739,Accused,CO-ACCUSED,0.94,369
R492,738,Accused,740,Accused,CO-ACCUSED,0.84,369
R493,739,Accused,740,Accused,CO-ACCUSED,0.83,369
R494,741,Accused,742,Accused,CO-ACCUSED,0.9,370
R495,744,Accused,745,Accused,CO-ACCUSED,0.61,372
R496,744,Accused,746,Accused,CO-ACCUSED,0.73,372
R497,745,Accused,746,Accused,CO-ACCUSED,0.81,372
R498,747,Accused,748,Accused,CO-ACCUSED,0.91,373
R499,747,Accused,749,Accused,CO-ACCUSED,0.91,373
R500,748,Accused,749,Accused,CO-ACCUSED,0.6,373
R501,751,Accused,752,Accused,CO-ACCUSED,0.68,375
R502,751,Accused,753,Accused,CO-ACCUSED,0.73,375
R503,752,Accused,753,Accused,CO-ACCUSED,0.7,375
R504,760,Accused,761,Accused,CO-ACCUSED,0.78,382
R505,762,Accused,763,Accused,CO-ACCUSED,0.71,383
R506,762,Accused,764,Accused,CO-ACCUSED,0.96,383
R507,763,Accused,764,Accused,CO-ACCUSED,0.77,383
R508,765,Accused,766,Accused,CO-ACCUSED,0.74,384
R509,767,Accused,768,Accused,CO-ACCUSED,0.63,385
R510,767,Accused,769,Accused,CO-ACCUSED,0.73,385
R511,768,Accused,769,Accused,CO-ACCUSED,0.98,385
R512,772,Accused,773,Accused,CO-ACCUSED,0.73,388
R513,776,Accused,777,Accused,CO-ACCUSED,0.88,391
R514,776,Accused,778,Accused,CO-ACCUSED,0.82,391
R515,777,Accused,778,Accused,CO-ACCUSED,0.97,391
R516,779,Accused,780,Accused,CO-ACCUSED,0.86,392
R517,779,Accused,781,Accused,CO-ACCUSED,0.76,392
R518,780,Accused,781,Accused,CO-ACCUSED,0.95,392
R519,782,Accused,783,Accused,CO-ACCUSED,0.86,393
R520,785,Accused,786,Accused,CO-ACCUSED,0.84,395
R521,785,Accused,787,Accused,CO-ACCUSED,0.69,395
R522,786,Accused,787,Accused,CO-ACCUSED,0.96,395
R523,788,Accused,789,Accused,CO-ACCUSED,0.91,396
R524,788,Accused,790,Accused,CO-ACCUSED,0.84,396
R525,789,Accused,790,Accused,CO-ACCUSED,1,396
R526,791,Accused,792,Accused,CO-ACCUSED,1,397
R527,791,Accused,793,Accused,CO-ACCUSED,0.74,397
R528,792,Accused,793,Accused,CO-ACCUSED,0.71,397
R529,796,Accused,797,Accused,CO-ACCUSED,0.64,400
R530,796,Accused,798,Accused,CO-ACCUSED,0.75,400
R531,797,Accused,798,Accused,CO-ACCUSED,0.72,400
R532,799,Accused,800,Accused,CO-ACCUSED,0.68,401
R533,799,Accused,801,Accused,CO-ACCUSED,0.86,401
R534,800,Accused,801,Accused,CO-ACCUSED,0.69,401
R535,802,Accused,803,Accused,CO-ACCUSED,0.92,402
R536,802,Accused,804,Accused,CO-ACCUSED,0.65,402
R537,803,Accused,804,Accused,CO-ACCUSED,0.84,402
R538,805,Accused,806,Accused,CO-ACCUSED,0.9,403
R539,805,Accused,807,Accused,CO-ACCUSED,0.74,403
R540,806,Accused,807,Accused,CO-ACCUSED,0.68,403
R541,808,Accused,809,Accused,CO-ACCUSED,0.72,404
R542,811,Accused,812,Accused,CO-ACCUSED,0.92,406
R543,811,Accused,813,Accused,CO-ACCUSED,0.64,406
R544,812,Accused,813,Accused,CO-ACCUSED,0.69,406
R545,814,Accused,815,Accused,CO-ACCUSED,0.97,407
R546,814,Accused,816,Accused,CO-ACCUSED,0.79,407
R547,815,Accused,816,Accused,CO-ACCUSED,0.99,407
R548,817,Accused,818,Accused,CO-ACCUSED,0.62,408
R549,819,Accused,820,Accused,CO-ACCUSED,0.91,409
R550,819,Accused,821,Accused,CO-ACCUSED,0.89,409
R551,820,Accused,821,Accused,CO-ACCUSED,0.99,409
R552,822,Accused,823,Accused,CO-ACCUSED,0.93,410
R553,822,Accused,824,Accused,CO-ACCUSED,0.92,410
R554,823,Accused,824,Accused,CO-ACCUSED,0.78,410
R555,825,Accused,826,Accused,CO-ACCUSED,0.62,411
R556,825,Accused,827,Accused,CO-ACCUSED,0.73,411
R557,826,Accused,827,Accused,CO-ACCUSED,0.8,411
R558,828,Accused,829,Accused,CO-ACCUSED,0.93,412
R559,832,Accused,833,Accused,CO-ACCUSED,0.99,415
R560,832,Accused,834,Accused,CO-ACCUSED,0.82,415
R561,833,Accused,834,Accused,CO-ACCUSED,0.9,415
R562,835,Accused,836,Accused,CO-ACCUSED,0.77,416
R563,837,Accused,838,Accused,CO-ACCUSED,0.94,417
R564,839,Accused,840,Accused,CO-ACCUSED,0.88,418
R565,839,Accused,841,Accused,CO-ACCUSED,0.79,418
R566,840,Accused,841,Accused,CO-ACCUSED,0.79,418
R567,842,Accused,843,Accused,CO-ACCUSED,1,419
R568,845,Accused,846,Accused,CO-ACCUSED,0.75,421
R569,847,Accused,848,Accused,CO-ACCUSED,0.97,422
R570,849,Accused,850,Accused,CO-ACCUSED,0.82,423
R571,851,Accused,852,Accused,CO-ACCUSED,0.61,424
R572,851,Accused,853,Accused,CO-ACCUSED,0.67,424
R573,852,Accused,853,Accused,CO-ACCUSED,0.68,424
R574,854,Accused,855,Accused,CO-ACCUSED,0.82,425
R575,854,Accused,856,Accused,CO-ACCUSED,0.93,425
R576,855,Accused,856,Accused,CO-ACCUSED,0.99,425
R577,857,Accused,858,Accused,CO-ACCUSED,0.94,426
R578,859,Accused,860,Accused,CO-ACCUSED,0.72,427
R579,859,Accused,861,Accused,CO-ACCUSED,0.77,427
R580,860,Accused,861,Accused,CO-ACCUSED,0.83,427
R581,863,Accused,864,Accused,CO-ACCUSED,0.88,429
R582,865,Accused,866,Accused,CO-ACCUSED,0.97,430
R583,865,Accused,867,Accused,CO-ACCUSED,0.93,430
R584,866,Accused,867,Accused,CO-ACCUSED,0.67,430
R585,868,Accused,869,Accused,CO-ACCUSED,0.62,431
R586,868,Accused,870,Accused,CO-ACCUSED,0.84,431
R587,869,Accused,870,Accused,CO-ACCUSED,0.65,431
R588,872,Accused,873,Accused,CO-ACCUSED,0.93,433
R589,875,Accused,876,Accused,CO-ACCUSED,0.79,435
R590,877,Accused,878,Accused,CO-ACCUSED,0.69,436
R591,879,Accused,880,Accused,CO-ACCUSED,0.78,437
R592,881,Accused,882,Accused,CO-ACCUSED,0.88,438
R593,881,Accused,883,Accused,CO-ACCUSED,0.7,438
R594,882,Accused,883,Accused,CO-ACCUSED,0.75,438
R595,885,Accused,886,Accused,CO-ACCUSED,0.9,440
R596,888,Accused,889,Accused,CO-ACCUSED,0.84,442
R597,888,Accused,890,Accused,CO-ACCUSED,0.88,442
R598,889,Accused,890,Accused,CO-ACCUSED,0.98,442
R599,891,Accused,892,Accused,CO-ACCUSED,0.83,443
R600,893,Accused,894,Accused,CO-ACCUSED,0.71,444
R601,893,Accused,895,Accused,CO-ACCUSED,0.63,444
R602,894,Accused,895,Accused,CO-ACCUSED,0.9,444
R603,897,Accused,898,Accused,CO-ACCUSED,0.65,446
R604,900,Accused,901,Accused,CO-ACCUSED,0.65,448
R605,900,Accused,902,Accused,CO-ACCUSED,0.79,448
R606,901,Accused,902,Accused,CO-ACCUSED,0.91,448
R607,903,Accused,904,Accused,CO-ACCUSED,0.91,449
R608,906,Accused,907,Accused,CO-ACCUSED,0.79,451
R609,908,Accused,909,Accused,CO-ACCUSED,0.81,452
R610,908,Accused,910,Accused,CO-ACCUSED,0.85,452
R611,909,Accused,910,Accused,CO-ACCUSED,0.94,452
R612,913,Accused,914,Accused,CO-ACCUSED,0.93,455
R613,915,Accused,916,Accused,CO-ACCUSED,0.95,456
R614,915,Accused,917,Accused,CO-ACCUSED,0.78,456
R615,916,Accused,917,Accused,CO-ACCUSED,0.86,456
R616,918,Accused,919,Accused,CO-ACCUSED,0.96,457
R617,921,Accused,922,Accused,CO-ACCUSED,0.79,459
R618,921,Accused,923,Accused,CO-ACCUSED,0.91,459
R619,922,Accused,923,Accused,CO-ACCUSED,0.85,459
R620,924,Accused,925,Accused,CO-ACCUSED,0.64,460
R621,924,Accused,926,Accused,CO-ACCUSED,0.96,460
R622,925,Accused,926,Accused,CO-ACCUSED,0.84,460
R623,927,Accused,928,Accused,CO-ACCUSED,0.98,461
R624,929,Accused,930,Accused,CO-ACCUSED,0.69,462
R625,929,Accused,931,Accused,CO-ACCUSED,0.93,462
R626,930,Accused,931,Accused,CO-ACCUSED,0.89,462
R627,932,Accused,933,Accused,CO-ACCUSED,0.7,463
R628,934,Accused,935,Accused,CO-ACCUSED,0.89,464
R629,934,Accused,936,Accused,CO-ACCUSED,0.84,464
R630,935,Accused,936,Accused,CO-ACCUSED,0.87,464
R631,937,Accused,938,Accused,CO-ACCUSED,0.95,465
R632,939,Accused,940,Accused,CO-ACCUSED,0.8,466
R633,939,Accused,941,Accused,CO-ACCUSED,0.68,466
R634,940,Accused,941,Accused,CO-ACCUSED,0.69,466
R635,942,Accused,943,Accused,CO-ACCUSED,0.72,467
R636,942,Accused,944,Accused,CO-ACCUSED,0.97,467
R637,943,Accused,944,Accused,CO-ACCUSED,0.74,467
R638,946,Accused,947,Accused,CO-ACCUSED,0.64,469
R639,946,Accused,948,Accused,CO-ACCUSED,0.93,469
R640,947,Accused,948,Accused,CO-ACCUSED,0.7,469
R641,953,Accused,954,Accused,CO-ACCUSED,0.67,474
R642,956,Accused,957,Accused,CO-ACCUSED,0.78,476
R643,956,Accused,958,Accused,CO-ACCUSED,0.83,476
R644,957,Accused,958,Accused,CO-ACCUSED,0.99,476
R645,959,Accused,960,Accused,CO-ACCUSED,0.64,477
R646,961,Accused,962,Accused,CO-ACCUSED,1,478
R647,963,Accused,964,Accused,CO-ACCUSED,0.95,479
R648,963,Accused,965,Accused,CO-ACCUSED,0.71,479
R649,964,Accused,965,Accused,CO-ACCUSED,0.61,479
R650,966,Accused,967,Accused,CO-ACCUSED,0.87,480
R651,970,Accused,971,Accused,CO-ACCUSED,0.75,483
R652,970,Accused,972,Accused,CO-ACCUSED,0.72,483
R653,971,Accused,972,Accused,CO-ACCUSED,0.82,483
R654,973,Accused,974,Accused,CO-ACCUSED,0.9,484
R655,973,Accused,975,Accused,CO-ACCUSED,0.77,484
R656,974,Accused,975,Accused,CO-ACCUSED,0.94,484
R657,977,Accused,978,Accused,CO-ACCUSED,0.69,486
R658,977,Accused,979,Accused,CO-ACCUSED,0.68,486
R659,978,Accused,979,Accused,CO-ACCUSED,0.7,486
R660,984,Accused,985,Accused,CO-ACCUSED,0.93,491
R661,984,Accused,986,Accused,CO-ACCUSED,0.62,491
R662,985,Accused,986,Accused,CO-ACCUSED,0.67,491
R663,987,Accused,988,Accused,CO-ACCUSED,0.7,492
R664,987,Accused,989,Accused,CO-ACCUSED,0.8,492
R665,988,Accused,989,Accused,CO-ACCUSED,0.61,492
R666,990,Accused,991,Accused,CO-ACCUSED,0.69,493
R667,992,Accused,993,Accused,CO-ACCUSED,0.69,494
R668,992,Accused,994,Accused,CO-ACCUSED,0.75,494
R669,993,Accused,994,Accused,CO-ACCUSED,0.61,494
R670,995,Accused,996,Accused,CO-ACCUSED,0.94,495
R671,995,Accused,997,Accused,CO-ACCUSED,0.7,495
R672,996,Accused,997,Accused,CO-ACCUSED,0.73,495
R673,998,Accused,999,Accused,CO-ACCUSED,0.74,496
R674,1000,Accused,1001,Accused,CO-ACCUSED,0.75,497
R675,1000,Accused,1002,Accused,CO-ACCUSED,0.88,497
R676,1001,Accused,1002,Accused,CO-ACCUSED,0.61,497
R677,1003,Accused,1004,Accused,CO-ACCUSED,0.64,498
R678,1003,Accused,1005,Accused,CO-ACCUSED,0.81,498
R679,1004,Accused,1005,Accused,CO-ACCUSED,0.69,498
R680,1006,Accused,1007,Accused,CO-ACCUSED,0.81,499
R681,1006,Accused,1008,Accused,CO-ACCUSED,0.98,499
R682,1007,Accused,1008,Accused,CO-ACCUSED,0.93,499
R683,1009,Accused,1010,Accused,CO-ACCUSED,0.87,500
R684,3,Accused,137,Accused,REPEAT-OFFENDER-LINK,0.5,2
R685,137,Accused,177,Accused,REPEAT-OFFENDER-LINK,0.5,70
R686,4,Accused,540,Accused,REPEAT-OFFENDER-LINK,0.5,2
R687,5,Accused,203,Accused,REPEAT-OFFENDER-LINK,0.5,3
R688,9,Accused,133,Accused,REPEAT-OFFENDER-LINK,0.5,6
R689,133,Accused,232,Accused,REPEAT-OFFENDER-LINK,0.5,68
R690,11,Accused,361,Accused,REPEAT-OFFENDER-LINK,0.5,6
R691,12,Accused,53,Accused,REPEAT-OFFENDER-LINK,0.5,7
R692,15,Accused,551,Accused,REPEAT-OFFENDER-LINK,0.5,8
R693,16,Accused,552,Accused,REPEAT-OFFENDER-LINK,0.5,8
R694,22,Accused,1000,Accused,REPEAT-OFFENDER-LINK,0.5,11
R695,24,Accused,140,Accused,REPEAT-OFFENDER-LINK,0.5,13
R696,26,Accused,55,Accused,REPEAT-OFFENDER-LINK,0.5,13
R697,27,Accused,556,Accused,REPEAT-OFFENDER-LINK,0.5,14
R698,28,Accused,227,Accused,REPEAT-OFFENDER-LINK,0.5,14
R699,30,Accused,461,Accused,REPEAT-OFFENDER-LINK,0.5,15
R700,461,Accused,570,Accused,REPEAT-OFFENDER-LINK,0.5,234
R701,34,Accused,208,Accused,REPEAT-OFFENDER-LINK,0.5,17
R702,36,Accused,107,Accused,REPEAT-OFFENDER-LINK,0.5,18
R703,107,Accused,118,Accused,REPEAT-OFFENDER-LINK,0.5,56
R704,37,Accused,103,Accused,REPEAT-OFFENDER-LINK,0.5,18
R705,38,Accused,418,Accused,REPEAT-OFFENDER-LINK,0.5,18
R706,39,Accused,76,Accused,REPEAT-OFFENDER-LINK,0.5,19
R707,40,Accused,80,Accused,REPEAT-OFFENDER-LINK,0.5,19
R708,80,Accused,320,Accused,REPEAT-OFFENDER-LINK,0.5,42
R709,42,Accused,198,Accused,REPEAT-OFFENDER-LINK,0.5,21
R710,46,Accused,580,Accused,REPEAT-OFFENDER-LINK,0.5,23
R711,47,Accused,214,Accused,REPEAT-OFFENDER-LINK,0.5,23
R712,48,Accused,216,Accused,REPEAT-OFFENDER-LINK,0.5,23
R713,54,Accused,256,Accused,REPEAT-OFFENDER-LINK,0.5,26
R714,57,Accused,468,Accused,REPEAT-OFFENDER-LINK,0.5,28
R715,58,Accused,245,Accused,REPEAT-OFFENDER-LINK,0.5,29
R716,62,Accused,114,Accused,REPEAT-OFFENDER-LINK,0.5,31
R717,65,Accused,333,Accused,REPEAT-OFFENDER-LINK,0.5,32
R718,66,Accused,345,Accused,REPEAT-OFFENDER-LINK,0.5,33
R719,345,Accused,701,Accused,REPEAT-OFFENDER-LINK,0.5,171
R720,67,Accused,98,Accused,REPEAT-OFFENDER-LINK,0.5,34
R721,71,Accused,116,Accused,REPEAT-OFFENDER-LINK,0.5,37
R722,77,Accused,462,Accused,REPEAT-OFFENDER-LINK,0.5,40
R723,78,Accused,406,Accused,REPEAT-OFFENDER-LINK,0.5,41
R724,81,Accused,197,Accused,REPEAT-OFFENDER-LINK,0.5,42
R725,82,Accused,117,Accused,REPEAT-OFFENDER-LINK,0.5,43
R726,85,Accused,281,Accused,REPEAT-OFFENDER-LINK,0.5,44
R727,281,Accused,794,Accused,REPEAT-OFFENDER-LINK,0.5,139
R728,90,Accused,553,Accused,REPEAT-OFFENDER-LINK,0.5,46
R729,94,Accused,96,Accused,REPEAT-OFFENDER-LINK,0.5,48
R730,99,Accused,113,Accused,REPEAT-OFFENDER-LINK,0.5,51
R731,100,Accused,655,Accused,REPEAT-OFFENDER-LINK,0.5,51
R732,104,Accused,165,Accused,REPEAT-OFFENDER-LINK,0.5,55
R733,110,Accused,286,Accused,REPEAT-OFFENDER-LINK,0.5,57
R734,115,Accused,284,Accused,REPEAT-OFFENDER-LINK,0.5,60
R735,123,Accused,381,Accused,REPEAT-OFFENDER-LINK,0.5,64
R736,124,Accused,629,Accused,REPEAT-OFFENDER-LINK,0.5,65
R737,126,Accused,154,Accused,REPEAT-OFFENDER-LINK,0.5,65
R738,130,Accused,635,Accused,REPEAT-OFFENDER-LINK,0.5,67
R739,136,Accused,143,Accused,REPEAT-OFFENDER-LINK,0.5,69
R740,138,Accused,463,Accused,REPEAT-OFFENDER-LINK,0.5,70
R741,141,Accused,149,Accused,REPEAT-OFFENDER-LINK,0.5,72
R742,142,Accused,237,Accused,REPEAT-OFFENDER-LINK,0.5,73
R743,148,Accused,269,Accused,REPEAT-OFFENDER-LINK,0.5,77
R744,152,Accused,802,Accused,REPEAT-OFFENDER-LINK,0.5,79
R745,802,Accused,844,Accused,REPEAT-OFFENDER-LINK,0.5,402
R746,156,Accused,542,Accused,REPEAT-OFFENDER-LINK,0.5,81
R747,157,Accused,443,Accused,REPEAT-OFFENDER-LINK,0.5,82
R748,163,Accused,326,Accused,REPEAT-OFFENDER-LINK,0.5,85
R749,168,Accused,423,Accused,REPEAT-OFFENDER-LINK,0.5,88
R750,169,Accused,575,Accused,REPEAT-OFFENDER-LINK,0.5,88
R751,170,Accused,261,Accused,REPEAT-OFFENDER-LINK,0.5,89
R752,173,Accused,187,Accused,REPEAT-OFFENDER-LINK,0.5,90
R753,175,Accused,365,Accused,REPEAT-OFFENDER-LINK,0.5,91
R754,176,Accused,431,Accused,REPEAT-OFFENDER-LINK,0.5,91
R755,178,Accused,190,Accused,REPEAT-OFFENDER-LINK,0.5,92
R756,182,Accused,721,Accused,REPEAT-OFFENDER-LINK,0.5,93
R757,183,Accused,319,Accused,REPEAT-OFFENDER-LINK,0.5,93
R758,184,Accused,252,Accused,REPEAT-OFFENDER-LINK,0.5,94
R759,192,Accused,437,Accused,REPEAT-OFFENDER-LINK,0.5,98
R760,195,Accused,258,Accused,REPEAT-OFFENDER-LINK,0.5,100
R761,258,Accused,567,Accused,REPEAT-OFFENDER-LINK,0.5,129
R762,196,Accused,374,Accused,REPEAT-OFFENDER-LINK,0.5,100
R763,200,Accused,687,Accused,REPEAT-OFFENDER-LINK,0.5,103
R764,213,Accused,260,Accused,REPEAT-OFFENDER-LINK,0.5,110
R765,218,Accused,313,Accused,REPEAT-OFFENDER-LINK,0.5,111
R766,226,Accused,301,Accused,REPEAT-OFFENDER-LINK,0.5,114
R767,301,Accused,464,Accused,REPEAT-OFFENDER-LINK,0.5,149
R768,235,Accused,246,Accused,REPEAT-OFFENDER-LINK,0.5,119
R769,239,Accused,576,Accused,REPEAT-OFFENDER-LINK,0.5,121
R770,240,Accused,385,Accused,REPEAT-OFFENDER-LINK,0.5,121
R771,385,Accused,862,Accused,REPEAT-OFFENDER-LINK,0.5,193
R772,243,Accused,455,Accused,REPEAT-OFFENDER-LINK,0.5,122
R773,244,Accused,763,Accused,REPEAT-OFFENDER-LINK,0.5,122
R774,247,Accused,608,Accused,REPEAT-OFFENDER-LINK,0.5,124
R775,250,Accused,398,Accused,REPEAT-OFFENDER-LINK,0.5,126
R776,254,Accused,778,Accused,REPEAT-OFFENDER-LINK,0.5,128
R777,259,Accused,642,Accused,REPEAT-OFFENDER-LINK,0.5,129
R778,264,Accused,855,Accused,REPEAT-OFFENDER-LINK,0.5,131
R779,266,Accused,939,Accused,REPEAT-OFFENDER-LINK,0.5,132
R780,268,Accused,376,Accused,REPEAT-OFFENDER-LINK,0.5,134
R781,277,Accused,868,Accused,REPEAT-OFFENDER-LINK,0.5,138
R782,278,Accused,399,Accused,REPEAT-OFFENDER-LINK,0.5,138
R783,399,Accused,783,Accused,REPEAT-OFFENDER-LINK,0.5,200
R784,290,Accused,677,Accused,REPEAT-OFFENDER-LINK,0.5,144
R785,294,Accused,327,Accused,REPEAT-OFFENDER-LINK,0.5,147
R786,307,Accused,812,Accused,REPEAT-OFFENDER-LINK,0.5,152
R787,315,Accused,350,Accused,REPEAT-OFFENDER-LINK,0.5,156
R788,316,Accused,412,Accused,REPEAT-OFFENDER-LINK,0.5,156
R789,335,Accused,341,Accused,REPEAT-OFFENDER-LINK,0.5,166
R790,337,Accused,387,Accused,REPEAT-OFFENDER-LINK,0.5,167
R791,346,Accused,561,Accused,REPEAT-OFFENDER-LINK,0.5,172
R792,351,Accused,373,Accused,REPEAT-OFFENDER-LINK,0.5,175
R793,352,Accused,472,Accused,REPEAT-OFFENDER-LINK,0.5,175
R794,353,Accused,679,Accused,REPEAT-OFFENDER-LINK,0.5,176
R795,359,Accused,402,Accused,REPEAT-OFFENDER-LINK,0.5,179
R796,402,Accused,683,Accused,REPEAT-OFFENDER-LINK,0.5,202
R797,369,Accused,579,Accused,REPEAT-OFFENDER-LINK,0.5,185
R798,377,Accused,515,Accused,REPEAT-OFFENDER-LINK,0.5,189
R799,515,Accused,809,Accused,REPEAT-OFFENDER-LINK,0.5,262
R800,384,Accused,450,Accused,REPEAT-OFFENDER-LINK,0.5,193
R801,394,Accused,612,Accused,REPEAT-OFFENDER-LINK,0.5,198
R802,410,Accused,509,Accused,REPEAT-OFFENDER-LINK,0.5,206
R803,415,Accused,458,Accused,REPEAT-OFFENDER-LINK,0.5,209
R804,416,Accused,533,Accused,REPEAT-OFFENDER-LINK,0.5,209
R805,417,Accused,554,Accused,REPEAT-OFFENDER-LINK,0.5,210
R806,554,Accused,888,Accused,REPEAT-OFFENDER-LINK,0.5,284
R807,420,Accused,661,Accused,REPEAT-OFFENDER-LINK,0.5,212
R808,442,Accused,470,Accused,REPEAT-OFFENDER-LINK,0.5,224
R809,471,Accused,693,Accused,REPEAT-OFFENDER-LINK,0.5,240
R810,477,Accused,531,Accused,REPEAT-OFFENDER-LINK,0.5,243
R811,531,Accused,615,Accused,REPEAT-OFFENDER-LINK,0.5,270
R812,483,Accused,548,Accused,REPEAT-OFFENDER-LINK,0.5,247
R813,484,Accused,976,Accused,REPEAT-OFFENDER-LINK,0.5,247
R814,517,Accused,564,Accused,REPEAT-OFFENDER-LINK,0.5,263
R815,519,Accused,902,Accused,REPEAT-OFFENDER-LINK,0.5,264
R816,528,Accused,705,Accused,REPEAT-OFFENDER-LINK,0.5,268
R817,705,Accused,829,Accused,REPEAT-OFFENDER-LINK,0.5,356
R818,546,Accused,709,Accused,REPEAT-OFFENDER-LINK,0.5,281
R819,574,Accused,814,Accused,REPEAT-OFFENDER-LINK,0.5,295
R820,577,Accused,895,Accused,REPEAT-OFFENDER-LINK,0.5,296
R821,587,Accused,609,Accused,REPEAT-OFFENDER-LINK,0.5,301
R822,588,Accused,684,Accused,REPEAT-OFFENDER-LINK,0.5,301
R823,598,Accused,979,Accused,REPEAT-OFFENDER-LINK,0.5,305
R824,605,Accused,893,Accused,REPEAT-OFFENDER-LINK,0.5,310
R825,632,Accused,796,Accused,REPEAT-OFFENDER-LINK,0.5,321
R826,643,Accused,707,Accused,REPEAT-OFFENDER-LINK,0.5,326
R827,666,Accused,930,Accused,REPEAT-OFFENDER-LINK,0.5,337
R828,706,Accused,896,Accused,REPEAT-OFFENDER-LINK,0.5,356
R829,718,Accused,1001,Accused,REPEAT-OFFENDER-LINK,0.5,361
R830,727,Accused,865,Accused,REPEAT-OFFENDER-LINK,0.5,364
R831,739,Accused,833,Accused,REPEAT-OFFENDER-LINK,0.5,369
R832,753,Accused,929,Accused,REPEAT-OFFENDER-LINK,0.5,375
R833,801,Accused,913,Accused,REPEAT-OFFENDER-LINK,0.5,401
R834,836,Accused,943,Accused,REPEAT-OFFENDER-LINK,0.5,416
R835,850,Accused,914,Accused,REPEAT-OFFENDER-LINK,0.5,423
R836,905,Accused,971,Accused,REPEAT-OFFENDER-LINK,0.5,450
R837,947,Accused,989,Accused,REPEAT-OFFENDER-LINK,0.5,469
